"","OID_","iso","Language","Family","gFam","Autotyp.area","Region","Number.of.tones","specH.mean"
"2115",1221,"ulk","Meryam Mir","Eastern Trans Fly","Eastern_Trans-Fly","Northern Australia ","Pacific",2,0.0189779881915307
"2116",3549,"apm-2","Mescalero","Na-Dene","Athapaskan-Eyak-Tlingit","Western North America ","North America",2,0.00561840819463869
"2117",2962,"mci","Mesem","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"2118",508,"mej","Meyah","East Bird's Head","East_Bird's_Head","North New Guinea ","Pacific",2,0.0192423063752914
"2119",3928,"mia","Miami","Algic","Algic","Eastern North America ","North America",0,0.00977161587024087
"2120",1325,"mpt","Mian","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",5,0.0175709102758353
"2121",2963,"pla","Miani","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.0173973739607615
"2122",2242,"myk","Mianka","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0135367023084693
"2123",3550,"mic","Micmac","Algic","Algic","Eastern North America ","North America",0,0.00712587613267288
"2124",529,"ium","Mien_Yao","Hmong-Mien","Hmong-Mien","Southeast Asia ","Eurasia",8,0.0136582032284382
"2125",2964,"mpp","Migabac","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.0175095402136752
"2126",1521,"sjl","Miji","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",2,0.0131466522327117
"2127",1386,"mxj","Miju","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",2,0.0133136857622378
"2128",702,"mik","Mikasuki","Muskogean","Muskogean","Eastern North America ","North America",2,0.0126482101000388
"2129",2947,"adi-9","Milang","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0111397989990287
"2130",1575,"gej","Mina","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0178881528729604
"2131",432,"min","Minangkabau","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0183700474184149
"2132",2965,"mcv","Minanibai","Trans New Guinea","Anim","South New Guinea ","Pacific",0,0.0181360316919192
"2133",2420,"xxm","Minkin","Tangkic",NA,"Northern Australia ","Australia",0,0.0104783284838772
"2134",4158,"boa-2","Mira±a","Boran",NA,"Amazon ","South America",2,0.0181267419036519
"2135",118,"mep","Miriwung","Jarrakan","Jarrakan","Northern Australia ","Australia",0,0.0120165484978632
"2136",3551,"tlc-2","Misantla Totonac","Totonacan","Totonacan","Central America ","North America",0,0.0133735529308469
"2137",2966,"mpx","Misima","Austronesian","Austronesian","South New Guinea ","Pacific",0,0.0183884749630925
"2138",1384,"mrg","Mising","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",3,0.0135883932876845
"2139",689,"miq","Miskito","Misumalpan","Misumalpan","Central America ","North America",0,0.0169349510625486
"2140",930,"skd","Miwok","Miwok","Miwok-Costanoan","California ","North America",0,0.00788120386266511
"2141",3552,"csm-2","Miwok_Central","Miwok","Miwok-Costanoan","California ","North America",0,0.00662555672610723
"2142",3553,"csm","Miwok_Central Sierra","Miwok","Miwok-Costanoan","California ","North America",0,0.00662555672610723
"2143",3554,"csi","Miwok_Coast","Miwok","Miwok-Costanoan","California ","North America",0,0.00875393048174048
"2144",3555,"lmw","Miwok_Lake","Miwok","Miwok-Costanoan","California ","North America",0,0.00812300170066045
"2145",3556,"nsq","Miwok_Northern Sierra","Miwok","Miwok-Costanoan","California ","North America",0,0.00662555672610723
"2146",3557,"pmw","Miwok_Plains","Miwok","Miwok-Costanoan","California ","North America",0,0.00812300170066045
"2147",690,"mco","Mixe","Mixe-Zoque","Mixe-Zoque","Central America ","North America",2,0.0160060400019425
"2148",3558,"neq","Mixistlﬂn South Highland Mixe","Mixe-Zoque",NA,"Central America ","North America",0,0.0160060400019425
"2149",909,"mim","Mixtec","Otomanguean","Otomanguean","Central America ","North America",3,0.0175253850854701
"2150",43,"mkf","Miya","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",3,0.0128904896153846
"2151",1019,"lus","Mizo","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",2,0.0144618797727273
"2152",256,"mra","Mlabri","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",4,0.0148562840951826
"2153",2967,"kja","Mlap","Trans New Guinea","Nimboranic","North New Guinea ","Pacific",0,0.0184464697552448
"2154",3406,"bfm","Mmen","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",9,0.0174789068939394
"2155",1516,"pbv-2","Mnar","Austro-Asiatic","Austroasiatic","South Asia ","Eurasia",0,0.0151366546365579
"2156",2969,"","Mo'ang","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",5,0.0138881765689588
"2157",2243,"mfq","Moba","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0138192924409479
"2158",2244,"moy","Mocha","Afro-Asiatic","Ta-Ne-Omotic","Ethiopia ","Africa",3,0.0142825420796426
"2159",480,"omc","Mochica","Mochica","Mochica","Andes ","South America",0,0.0151100577408702
"2160",524,"moc","Mocov?","Guaicuruan",NA,"Patagonia ","South America",0,0.0104384700188423
"2161",2968,"mqo","Modole","WestPapuan","North_Halmahera","Pacific ","Pacific",0,0.0188699555730381
"2162",3790,"tdr-2","Modra","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",0,0.0163622158080808
"2163",11,"mif","Mofu","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",3,0.0133330583438228
"2164",3922,"mgo","Moghamo","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",5,0.0174789068939394
"2165",64,"mhj","Moghol","Mongolic","Mongolic","Northern Eurasia ","Eurasia",0,0.00449695539471639
"2166",544,"mov","Mohave","Yuman","Cochimi-Yuman","Western North America ","North America",0,0.0060021121021756
"2167",617,"moh","Mohawk","Iroquoian","Iroquoian","Eastern North America ","North America",2,0.00640647318142968
"2168",3431,"mxn","Moi","WestPapuan","West_Bird's_Head","North New Guinea ","Pacific",0,0.0189964447610723
"2169",2970,"mkp","Moikodi","Trans New Guinea","Yareban","South New Guinea ","Pacific",0,0.0182786253146853
"2170",2971,"mwt","Moken","Austronesian",NA,"Southeast Asia ","Eurasia",0,0.01868215748446
"2171",3791,"tpn","Moken","Tupi",NA,"Patagonia ","South America",0,0.0153561168570319
"2172",345,"mkj","Mokilese","Austronesian","Austronesian","Pacific ","Pacific",0,0.0193402655808081
"2173",3559,"mbe","Molala","Molala","Molala","Pacific Northwest ","North America",0,0.00627578891550117
"2174",2972,"pwm","Molbog","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190665581429681
"2175",2973,"msl","Molof","Molof","Molof","New Guinea Highlands ","Pacific",0,0.0175709102758353
"2176",3407,"mlw","Moloko","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",3,0.0118932219469697
"2177",2974,"myl","Moma","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183610256682207
"2178",692,"mso","Mombum","Trans New Guinea","Mombum","South New Guinea ","Pacific",0,0.0193235526631702
"2179",1301,"fqs","Momu","Kwomtari","Baibai-Fas","North New Guinea ","Pacific",2,0.0175709102758353
"2180",2975,"mqf","Momuna","Trans New Guinea","Somahai","New Guinea Highlands ","Pacific",0,0.0189198293822844
"2181",243,"mnw","Mon","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",0,0.0181719793512044
"2182",3560,"mnr-2","Monache","Uto-Aztecan","Uto-Aztecan","Western North America ","North America",0,0.00487177753205128
"2183",63,"mjg","Mongguor","Mongolic","Mongolic","Northern Eurasia ","Eurasia",0,0.00520110413620824
"2184",771,"lol","Mongo_Oli","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",4,0.0180563223115773
"2185",2245,"lol-2","Mongo-Nkundu","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",4,0.018115484508547
"2186",65,"mon","Mongolian","Mongolic",NA,"Northern Eurasia ","Eurasia",0,0.00466129291078089
"2187",1141,"mnz","Moni","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0182960252874903
"2188",2246,"mnh","Mono","Niger-Kongo",NA,"West Africa ","Africa",0,0.0175021017735043
"2189",1186,"mnr","Mono","Uto-Aztecan",NA,"Western North America ","North America",2,0.00487177753205128
"2190",346,"mte","MonoAlu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191949471853147
"2191",54,"moe","Montagnais","Algic","Algic","Eastern North America ","North America",0,0.00492079674139472
"2192",693,"mxk","Monumbo","Torricelli","Bogia","North New Guinea ","Pacific",0,0.0173973739607615
"2193",2247,"moj","Monzombo","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",10,0.0175021017735043
"2194",4081,"frr-2","Mooring Fries","Indo-European","Indo-European","Europe ","Eurasia",0,0.0063776429949495
"2195",2976,"mri-2","Mooriori","Austronesian","Austronesian","Pacific ","Pacific",0,0.0076074027975913
"2196",810,"mos","Moor?","Niger-Kongo",NA,"West Africa ","Africa",3,0.0116306839918415
"2197",3562,"mop","Mopan","Mayan","Mayan","Central America ","North America",0,0.0167918817735043
"2198",404,"mhz","Mor","Austronesian",NA,"North New Guinea ","Pacific",3,0.0187903332362082
"2199",1210,"moq","Mor","Mor",NA,"North New Guinea ","Pacific",0,0.0192423063752914
"2200",1167,"myv","Mordvin","Uralic","Uralic","Northern Eurasia ","Eurasia",0,0.00518172344726107
"2201",2977,"xmz-2","Mori","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180044228535354
"2202",2978,"mzq","Mori Atas","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180044228535354
"2203",2979,"xmz","Mori Bawah","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180044228535354
"2204",818,"mor","Moro","Kordofanian","Heiban","West Africa ","Africa",2,0.0136004093560606
"2205",2980,"mqn","Moronene","Austronesian","Austronesian","Pacific ","Pacific",0,0.0186075924747475
"2206",695,"mok","Morori","Morori","Moraori","South New Guinea ","Pacific",3,0.0194966563791764
"2207",2981,"mrp","Morouas","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"2208",2982,"mrl","Mortlock","Austronesian","Austronesian","Pacific ","Pacific",0,0.0193309312412587
"2209",873,"mgd","Moru","Nilo-Saharan","Central_Sudanic","West Africa ","Africa",0,0.0157265476068376
"2210",697,"cas","Moseten","Moseten","Moseten-Chimane","Amazon ","South America",0,0.011153885017094
"2211",2983,"msn","Mosina","Austronesian","Austronesian","Pacific ","Pacific",0,0.018575786981352
"2212",2984,"mtt","Mota","Austronesian","Austronesian","Pacific ","Pacific",0,0.018575786981352
"2213",347,"meu","Motu","Austronesian","Austronesian","South New Guinea ","Pacific",0,0.0186935378593629
"2214",511,"siw","Motuna","East Bougainville","South_Bougainville","Pacific ","Pacific",0,0.0190899393609169
"2215",2039,"mzp","Movima","Movima","Movima","Amazon ","South America",0,0.0164177390423465
"2216",3564,"ign","Moxo","Arawak","Arawakan","Amazon ","South America",0,0.014006655298951
"2217",2990,"nmo","Moyon","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",3,0.0137841268422688
"2218",2421,"xxx-79","Mpalityanh","Pama-Nyungan",NA,"Northern Australia ","Australia",0,0.0167059839005439
"2219",2985,"mvt","Mpotovoro","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"2220",1212,"akc","Mpur","WestPapuan","Mpur","North New Guinea ","Pacific",5,0.0191405320590521
"2221",1540,"mro","Mru","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",8,0.017191612972028
"2222",3541,"xxx-44","Mﬂku","Mﬂku",NA,"Amazon ","South America",0,0.0161514896445221
"2223",3996,"ore","Mﬂ?hiki","Tucanoan",NA,"Amazon ","South America",2,0.0179904138986014
"2224",1477,"mtd","Mualang","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0190383414296814
"2225",1323,"bwm","Mudukumo","Yuat","Yuat","North New Guinea ","Pacific",0,0.0173973739607615
"2226",2986,"mlp","Mugil","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"2227",3690,"muk","Mugom","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",4,0.0113968300551671
"2228",2250,"sgw-2","Muher","Afro-Asiatic","Afro-Asiatic","Ethiopia ","Africa",0,0.0125021268723776
"2229",547,"bmr","Muinane","Witoto","Boran","Amazon ","South America",2,0.0184324251146076
"2230",472,"chb","Muisca","Chibchan","Chibchan","Amazon ","South America",0,0.0148607061810412
"2231",2422,"xxx-95","Muk-Thang","Pama-Nyungan",NA,"Australia ","Australia",0,0.00839954072066822
"2232",1052,"mlm","Mulao","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",4,0.013779116725913
"2233",3375,"kqa","Mum","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.0173973739607615
"2234",739,"mzm","Mumuye_Zinna","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0141151733298368
"2235",411,"mnb-2","Muna","Austronesian","Austronesian","Pacific ","Pacific",0,0.0186075924747475
"2236",2987,"mnb","Muna_South","Austronesian","Austronesian","Pacific ","Pacific",0,0.0186075924747475
"2237",740,"mua","Mundang","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0132269323290598
"2238",249,"unr","Mundari","Austro-Asiatic","Austroasiatic","South Asia ","Eurasia",0,0.0120557622898213
"2239",1153,"myu","Munduruk∑","Tupi",NA,"Amazon ","South America",0,0.0173340307750583
"2240",3414,"ncr","Mungong","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",7,0.0163006410402098
"2241",4000,"myr","Muniche","Muniche","Muniche","Andes ","South America",0,0.0134748199106449
"2242",2988,"mtc","Munit","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.0169529563714064
"2243",3792,"mnj","Munji","Indo-European","Indo-European","South Asia ","Eurasia",0,0.0055053160503108
"2244",3565,"myp-2","Mura","Mura","Mura-Piraha","Amazon ","South America",0,0.0187066708430458
"2245",2989,"mtf","Murik","Lower Sepik-Ramu","Lower_Sepik-Ramu","North New Guinea ","Pacific",0,0.0173973739607615
"2246",134,"mwf","Murinbata","Southern Daly","Southern_Daly","Northern Australia ","Australia",0,0.0120165484978632
"2247",894,"mur","Murle","Nilo-Saharan","Surmic","West Africa ","Africa",5,0.015100198284188
"2248",895,"muz","Mursi","Nilo-Saharan","Surmic","Ethiopia ","Africa",0,0.0141407516427739
"2249",179,"zmu","Muruwari","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00660863122241647
"2250",2251,"mse","Musey","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",3,0.0132269323290598
"2251",12,"mug","Musgu","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",4,0.0118932219469697
"2252",348,"msu","Musom","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.016431737020202
"2253",349,"emi","Mussau","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0193194798096348
"2254",1472,"loy","Mustang","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",2,0.0106403479203574
"2255",926,"css-2","Mutsun","Yok-Utian","Miwok-Costanoan","California ","North America",0,0.00888534265831391
"2256",3408,"muy","Muyang","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",3,0.0118947903034188
"2257",2991,"kts","Muyu","Trans New Guinea","Nuclear_Trans_New_Guinea","South New Guinea ","Pacific",2,0.0187430518337218
"2258",2992,"myw","Muyuw","Austronesian","Austronesian","South New Guinea ","Pacific",0,0.0187538252758353
"2259",772,"mwe","Mwera","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",3,0.0126114024176379
"2260",350,"mlv","Mwotlap","Austronesian","Austronesian","Pacific ","Pacific",0,0.018575786981352
"2261",2252,"mye","Myene","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.0174443715870241
"2262",2253,"ngh","N/huki","Khoe","Tuu","Southern Africa ","Africa",2,0.00816991204933955
"2263",1311,"nbf-2","Na","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",4,0.0097929533541181
"2264",1107,"naf","Nabak","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"2265",2993,"kxi","Nabay Murut","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.018413293978244
"2266",2994,"nbn","Nabi","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0192423063752914
"2267",2995,"wyy","Nadroga","Austronesian","Austronesian","Pacific ","Pacific",0,0.0175211155633256
"2268",1200,"mbj","Nad?b","Nadahup",NA,"Amazon ","South America",2,0.0184831711013986
"2269",2254,"nfr","Nafaanra","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0174215015860528
"2270",2996,"srf","Nafi","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.016431737020202
"2271",2997,"nxx","Nafri","Trans New Guinea","Sentanic","North New Guinea ","Pacific",0,0.0184464697552448
"2272",2998,"nco","Nagovisi","East Bougainville","South_Bougainville","Pacific ","Pacific",0,0.0190899393609169
"2273",3434,"nbt","Nah","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",2,0.00938298668220668
"2274",712,"nlx","Nahali","Nahali","Indo-European","South Asia ","Eurasia",0,0.0110948335825563
"2275",1268,"sns","Nahavaq","Austronesian","Austronesian","Pacific ","Pacific",0,0.0171321868473193
"2276",2999,"nca","Naho","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"2277",1177,"nci","Nahuatl_Classical","Uto-Aztecan","Uto-Aztecan","Central America ","North America",0,0.0136842498057498
"2278",2040,"nhg","Nahuatl_Tetelcingo","Uto-Aztecan","Uto-Aztecan","Central America ","North America",0,0.0136842498057498
"2279",3000,"bio","Nai","Kwomtari","Kwomtari-Nai","North New Guinea ","Pacific",0,0.0175709102758353
"2280",351,"nak","Nakanai","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.018705178467366
"2281",135,"nck","Nakkara","Maningrida","Maningrida","Northern Australia ","Australia",0,0.0157685866274281
"2282",3001,"nlc","Nalca","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0177979303535354
"2283",3002,"nss","Nali","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0195728509654235
"2284",352,"nal","Nalik","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0192482182847708
"2285",637,"naq","Nama","Khoe","Khoe-Kwadi","Southern Africa ","Africa",4,0.00715175996678322
"2286",1321,"nmk","Namakir","Austronesian","Austronesian","Pacific ","Pacific",0,0.0171466424358974
"2287",3003,"lzl-2","Naman","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"2288",3004,"mpz","Nambi","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",6,0.0160952818144911
"2289",730,"nab","Nambikwara","Nambikwara","Nambiquaran","Amazon ","South America",3,0.0149621472208625
"2290",969,"nnm","Namia","Sepik",NA,"North New Guinea ","Pacific",4,0.0175709102758353
"2291",3005,"mvm","Namia","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",0,0.0079567952472805
"2292",3006,"faa-2","Namuni","Trans New Guinea","Fasu","New Guinea Highlands ","Pacific",0,0.0179879601573427
"2293",70,"gld","Nanai","Tungusic","Tungusic","North Pacific ","Eurasia",0,0.00558397970555556
"2294",3566,"hur","Nanaimo","Salish","Salishan","Pacific Northwest ","North America",0,0.0071591282503885
"2295",1368,"gan","Nanchang","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",5,0.0122875441893939
"2296",253,"ncb","Nancowry","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",0,0.0189514342171717
"2297",1480,"kln","Nandi","Nilo-Saharan",NA,"Southern Africa ","Africa",6,0.0139981181993007
"2298",3007,"kgq-2","Nanesa","Trans New Guinea","Nuclear_Trans_New_Guinea","South New Guinea ","Pacific",0,0.0187903332362082
"2299",1108,"nnk","Nankina","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"2300",4001,"cox","Nanti","Arawak","Arawakan","Amazon ","South America",0,0.0111739118329448
"2301",3008,"tvl-2","Nanumea","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191910258430458
"2302",3009,"npy","Napu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183610256682207
"2303",988,"npa","Nar_Phu","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0106403479203574
"2304",3010,"nrz","Nara","Austronesian","Austronesian","South New Guinea ","Pacific",0,0.0186935378593629
"2305",874,"nrb","Nara","Nilo-Saharan","Nara","Ethiopia ","Africa",2,0.011394936216589
"2306",3011,"nac","Narak","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",4,0.0169529563714064
"2307",3012,"nrg","Narango","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"2308",2255,"nhr","Naro","Khoe","Khoe-Kwadi","Southern Africa ","Africa",3,0.0078717913510101
"2309",3013,"nrm","Narom","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0184177024281274
"2310",3014,"nvh","Nasarian","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"2311",512,"nas","Nasioi","East Bougainville","South_Bougainville","Pacific ","Pacific",2,0.0190899393609169
"2312",4076,"nsk","Naskapi","Algic","Algic","Eastern North America ","North America",0,0.00423774150757576
"2313",3155,"ywu","Nasu","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",3,0.0106991477968143
"2314",731,"ncz","Natchez","Natchez","Natchez","Eastern North America ","North America",0,0.0140573261888112
"2315",3015,"xxx-94","Nati","Austronesian",NA,"Pacific ","Pacific",0,0.0179532961868687
"2316",3567,"ynk","Naukan","Eskimo-Aleut","Eskimo-Aleut","Pacific Northwest ","North America",0,0.00324537070118493
"2317",354,"nau","Nauru","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190783078263403
"2318",707,"nav","Navajo","Na-Dene","Athapaskan-Eyak-Tlingit","Western North America ","North America",2,0.00486990234343434
"2319",3016,"nsw","Navut","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"2320",3017,"nwr","Nawaru","Trans New Guinea","Yareban","South New Guinea ","Pacific",0,0.0182786253146853
"2321",1022,"nbf","Naxi","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",2,0.0115538669343434
"2322",2256,"ndh","Ndali","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",0,0.0110188218721834
"2323",773,"nbl","Ndebele","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.0092112196037296
"2324",2257,"eli","Nding","Kordofanian","Narrow_Talodi","West Africa ","Africa",4,0.0152365081353924
"2325",136,"djj","Ndj?bbana","Maningrida",NA,"Northern Australia ","Australia",0,0.0157860214772727
"2326",3018,"nqm","Ndom","Kolopom","Kolopom","South New Guinea ","Pacific",0,0.0193235526631702
"2327",774,"ndo","Ndonga","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.00820287877117327
"2328",3019,"tlx","Ndrehet","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0195728509654235
"2329",3020,"nke","Nduke","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191949471853147
"2330",775,"nmd","Ndumu","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.0163097279137529
"2331",835,"ndv","Ndut","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",0,0.0155481507731158
"2332",1241,"djk","Ndyuka","creole","Indo-European","Amazon ","South America",2,0.0172731628613054
"2333",4172,"nap","Neapolitan","Indo-European","Indo-European","Europe ","Eurasia",0,0.0105948547459207
"2334",3794,"neg","Negidal","Tungusic","Tungusic","North Pacific ","Eurasia",0,0.00505125086876457
"2335",355,"nsn","Nehan","Austronesian","Austronesian","Pacific ","Pacific",0,0.0188300875679876
"2336",3021,"nif","Nek","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"2337",3022,"nkg","Nekgini","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"2338",356,"nee","Nelemwa","Austronesian","Austronesian","Pacific ","Pacific",2,0.016052767031857
"2339",2258,"ijs","Nembe","Niger-Kongo","Ijoid","West Africa ","Africa",2,0.0183740472494172
"2340",3023,"aoe","Nembi","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0179879601573427
"2341",3024,"nex","Neme","South New Guinea","Morehead-Wasur","South New Guinea ","Pacific",0,0.0189312716841492
"2342",3025,"nem","Nemi","Austronesian","Austronesian","Pacific ","Pacific",0,0.0150983943958819
"2343",1265,"nqn","Nen","South New Guinea","Morehead-Wasur","South New Guinea ","Pacific",0,0.0189312716841492
"2344",1124,"anh","Nend","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.0173973739607615
"2345",1170,"yrk","Nenets","Uralic","Uralic","Northern Eurasia ","Eurasia",0,0.00318949821023698
"2346",357,"nen","Nengone","Austronesian","Austronesian","Pacific ","Pacific",0,0.0152260568686869
"2347",1505,"trg","Neo-Aramaic","Afro-Asiatic","Afro-Asiatic","Middle East ","Eurasia",0,0.00718722879545455
"2348",580,"nep","Nepali","Indo-European",NA,"South Asia ","Eurasia",0,0.0113968300551671
"2349",1360,"nep-2","Nepali_hill","Indo-European",NA,"South Asia ","Eurasia",2,0.0126320440712898
"2350",2259,"nrb","Nera","Nilo-Saharan","Nara","Ethiopia ","Africa",2,0.011394936216589
"2351",3026,"xxx-67","Nese","Austronesian",NA,"Pacific ","Pacific",0,0.0179532961868687
"2352",3217,"ywu-2","Nesu","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",3,0.0106991477968143
"2353",3027,"lgk","Neverver","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"2354",1195,"ood-2","Nevome","Uto-Aztecan","Uto-Aztecan","Central America ","North America",0,0.0136842498057498
"2355",990,"new","Newar_Kathmandu","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0132493651773504
"2356",989,"new-2","Newari_Dolakha","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0136147084446387
"2357",931,"nez","Nez Perce","Sahaptian","Sahaptian","Western North America ","North America",0,0.00516837514374514
"2358",180,"ntj","Ngaanyatjarra","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00519545949941725
"2359",474,"gym","Ngabere","Chibchan","Chibchan","Central America ","South America",0,0.0183174513073038
"2360",274,"nxg","Ngadha","Austronesian","Austronesian","Pacific ","Pacific",0,0.0182076588655789
"2361",181,"nju","Ngadjunmaya","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00727941410586636
"2362",2423,"dbl-2","Ngajan","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0123180873482906
"2363",3028,"nij","Ngaju","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0194632489879565
"2364",137,"nig","Ngalakgan","Gunwinyku","Gunwinyguan","Northern Australia ","Australia",0,0.0135774683457653
"2365",2424,"djd","Ngaliwurru","Mirndi","Mirndi","Northern Australia ","Australia",0,0.0120165484978632
"2366",3029,"szb","Ngalum","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",3,0.0175709102758353
"2367",214,"nam","Ngan'gityemerri","Southern Daly","Southern_Daly","Northern Australia ","Australia",0,0.0175196693997669
