"","OID_","iso","Language","Family","gFam","Autotyp.area","Region","Number.of.tones","specH.mean"
"252",4107,"ast","Asturian","Indo-European",NA,"Europe ","Eurasia",0,0.00744033382264957
"253",4167,"ast","Asturian","Indo-European",NA,"Europe ","Eurasia",0,0.00744033382264957
"254",3420,"asn","Asurini","Tupi","Tupian","Amazon ","South America",0,0.018179752047397
"255",3962,"asu","Asurin?_Tocantins","Tupi",NA,"Amazon ","South America",0,0.018179752047397
"256",1237,"ata","Ata","Ata","Ata","North New Guinea ","Pacific",0,0.018705178467366
"257",2531,"atd","Ata Manobo","Austronesian","Austronesian","Pacific ","Pacific",0,0.0189142324145299
"258",1329,"kuz","Atacame±o","Atacame±o",NA,"Andes ","South America",0,0.00605446459304584
"259",1314,"aqp","Atakapa","Atakapa","Atakapa","Eastern North America ","North America",0,0.0152044868444056
"260",2532,"jal","Atamanu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0188360046717172
"261",2350,"amz","Atampaya","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0167059839005439
"262",259,"tay","Atayal","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0157794366035354
"263",303,"upv","Atchin","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"264",2084,"teo","Ateso","Nilo-Saharan","Nilotic","Southern Africa ","Africa",4,0.0140485622804973
"265",975,"aph","Athpare","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0136147084446387
"266",3451,"atj","Atikamekw","Algic","Algic","Eastern North America ","North America",0,0.00600154380710956
"267",1310,"aot","Atong","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0151366546365579
"268",3668,"atb","Atsi","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",4,0.0131466522327117
"269",532,"atw","Atsugewi","Palaihnihan","Palaihnihan","Western North America ","North America",0,0.00723793702991453
"270",2659,"att-2","Atta_Pamplona-1","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183587395512821
"271",2534,"att","Atta_Pamplona-2","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183587395512821
"272",1069,"avt","Au","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0174953291414141
"273",2535,"kud","Auhelawa","Austronesian","Austronesian","South New Guinea ","Pacific",0,0.0183432960975136
"274",2536,"aul","Aulua","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"275",4160,"nob-3","Aurland","Indo-European",NA,"Europe ","Eurasia",2,0.00637276058644134
"276",2537,"aut","Austral","Austronesian","Austronesian","Pacific ","Pacific",0,0.0151065288947164
"277",2538,"auy","Auyana","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",3,0.0169529563714064
"278",2539,"auu","Auye","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0187903332362082
"279",713,"ava","Avar","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00676271497804973
"280",2540,"tmb","Avava","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"281",2667,"ave","Avestan","Indo-European","Indo-European","Northern Eurasia ","Eurasia",0,0.00367298597960373
"282",2541,"xxx-101","Aveteian","Austronesian",NA,"Pacific ","Pacific",0,0.0179532961868687
"283",2542,"xxx-37","Avok","Austronesian",NA,"Pacific ","Pacific",2,0.0171321868473193
"284",3963,"avv","Avﬂ-Canoeiro","Tupi",NA,"Amazon ","South America",0,0.0140087350973193
"285",1095,"awb","Awa","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",4,0.0169529563714064
"286",443,"kwi","Awa Pit","Barbacoan","Barbacoan","Andes ","South America",0,0.0139148980205905
"287",2544,"bcu","Awad Bing","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.016431737020202
"288",3669,"awa","Awadhi","Indo-European","Indo-European","South Asia ","Eurasia",0,0.0116019221536519
"289",1554,"aya","Awar","Lower Sepik-Ramu","Lower_Sepik-Ramu","North New Guinea ","Pacific",0,0.0173973739607615
"290",3386,"awx","Awara","Austronesian","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"291",2545,"awh","Awbono","Trans New Guinea","Bayono-Awbono","New Guinea Highlands ","Pacific",0,0.0189198293822844
"292",2085,"bob","Aweer","Afro-Asiatic","Afro-Asiatic","Southern Africa ","Africa",0,0.0172261547979798
"293",2546,"awr","Awera","Lakes Plains","Lakes_Plain","North New Guinea ","Pacific",0,0.0184150213869464
"294",3453,"awe","Awet?","Tupi",NA,"Amazon ","South America",0,0.0147937007618493
"295",440,"awi","Awin","Trans New Guinea","Awin-Pa","New Guinea Highlands ","Pacific",2,0.0179879601573427
"296",3391,"azo","Awing","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",0,0.0174789068939394
"297",2086,"som-2","Awiya","Afro-Asiatic","Afro-Asiatic","Ethiopia ","Africa",4,0.0141717241503496
"298",14,"awn","Awngi","Afro-Asiatic","Afro-Asiatic","Ethiopia ","Africa",4,0.0141717241503496
"299",964,"kmn","Awtuw","Sepik","Sepik","North New Guinea ","Pacific",0,0.0174953291414141
"300",448,"auw","Awyi","Trans New Guinea","Border","North New Guinea ","Pacific",0,0.0175709102758353
"301",2547,"ahb","Axamb","Austronesian","Austronesian","Pacific ","Pacific",0,0.0171321868473193
"302",3454,"cpc","Axininca","Arawak","Arawakan","Amazon ","South America",0,0.0116867569141414
"303",3670,"akv","Axvax","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00654397926787102
"304",441,"ayr","Aymara","Aymaran","Aymaran","Andes ","South America",0,0.00812573959537684
"305",3935,"ayc","Aymara_Chile","Aymaran","Aymaran","Andes ","South America",0,0.00798657336868687
"306",1231,"ayo","Ayor?","Zamucoan",NA,"Patagonia ","South America",0,0.0127236530881896
"307",74,"azj","Azerbaijani","Turkic","Turkic","Middle East ","Eurasia",0,0.00703468112956488
"308",73,"azb","Azeri","Turkic","Turkic","Middle East ","Eurasia",0,0.00703468112956488
"309",2548,"sse","Ba:ngingi Sama","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191708412024087
"310",187,"drl","Baagandji","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0055725365526418
"311",2087,"bbk","Babanki","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",4,0.0174789068939394
"312",3042,"bcd","Babar_North","Austronesian","Austronesian","Pacific ","Pacific",0,0.0182318798659674
"313",3197,"vbb","Babar_Southeast","Austronesian","Austronesian","Pacific ","Pacific",0,0.0182318798659674
"314",2549,"baa","Babatana","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191801465190365
"315",3456,"bcr","Babine-Witsuwit'en","Na-Dene","Athapaskan-Eyak-Tlingit","Pacific Northwest ","North America",2,0.0058687955475913
"316",746,"bav","Babungo","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",8,0.0174789068939394
"317",2351,"xxx-72","Bachamal","Western Daly",NA,"Northern Australia ","Australia",0,0.0175196693997669
"318",2550,"bhz","Bada","Austronesian","Austronesian","Pacific ","Pacific",0,0.0183610256682207
"319",152,"bia","Badimaya","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00616276818550894
"320",2352,"xby","Badjala","Pama-Nyungan",NA,"Australia ","Australia",0,0.0112333524153069
"321",2088,"pbp","Badyara","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",0,0.0123515508304196
"322",2552,"bvc","Baelelea","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191607352758353
"323",2551,"bvd","Baenggu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191607352758353
"324",2553,"btr","Baetora","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"325",2089,"bwt","Bafo","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",5,0.0174789068939394
"326",3948,"nri","Bafut","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",5,0.0127874062121212
"327",1566,"bfd","Bafut","Niger-Kongo",NA,"West Africa ","Africa",2,0.0174789068939394
"328",854,"bmi","Bagirmi","Nilo-Saharan","Central_Sudanic","West Africa ","Africa",3,0.0139283709180264
"329",714,"kva","Bagulal","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00654397926787102
"330",2554,"bgb","Bagusa","Kwerba","Austronesian","North New Guinea ","Pacific",0,0.0184150213869464
"331",2555,"bjh","Bahinemo","Sepik","Sepik","North New Guinea ","Pacific",0,0.0174953291414141
"332",3672,"bdq","Bahnar","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",0,0.0165752412548563
"333",970,"bca","Bai","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",4,0.0122121606353924
"334",2556,"bkx","Baikeno","Austronesian","Austronesian","Pacific ","Pacific",0,0.0181520703108003
"335",2070,"bqh","Baima","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",4,0.0118460755479798
"336",2557,"dby","Bainapi","Trans New Guinea","Dibiyaso","South New Guinea ","Pacific",0,0.0189312716841492
"337",3378,"gcc-2","Baining","Baining","Baining","North New Guinea ","Pacific",0,0.0189455591181041
"338",399,"ssb","Bajau_Semporna","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0181812298096348
"339",2558,"bdl","Bajau_Sulawesi","Austronesian","Austronesian","Pacific ","Pacific",0,0.0184522470143745
"340",2009,"bkq","Bakair?","Cariban",NA,"Amazon ","South America",0,0.0149255073795649
"341",3964,"bkq-2","Bakair?_West","Cariban",NA,"Amazon ","South America",0,0.0149873803974359
"342",2559,"bki","Baki","Austronesian","Austronesian","Pacific ","Pacific",0,0.0171321868473193
"343",3392,"bkh","Bakoko","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0180563223115773
"344",2184,"new-3","Balami","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0132493651773504
"345",289,"blw","Balangao","Austronesian","Austronesian","Pacific ","Pacific",0,0.0186778298756799
"346",831,"ble","Balanta","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.017080014040404
"347",1535,"blz","Balantak","Austronesian","Austronesian","Pacific ","Pacific",0,0.0181138166452991
"348",2090,"led","Balendru","Nilo-Saharan","Central_Sudanic","Southern Africa ","Africa",3,0.0156356601981352
"349",304,"wiv","Bali-Vitu","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0189213659654235
"350",419,"ban","Balinese","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.018235656462704
"351",1447,"bgp-2","Balochi","Indo-European","Indo-European","South Asia ","Eurasia",0,0.00888268237742813
"352",588,"bgp","Baluchi","Indo-European","Indo-European","South Asia ","Eurasia",0,0.00888268237742813
"353",844,"bam","Bambara","Mande","Mande","West Africa ","Africa",2,0.0132442516769619
"354",3379,"bcf","Bamu","Trans New Guinea","Kiwaian","South New Guinea ","Pacific",0,0.0181360316919192
"355",2091,"bax","Bamun","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",4,0.0163006410402098
"356",3393,"bcw","Bana","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",2,0.0133330583438228
"357",1442,"bnd","Banda","Austronesian","Austronesian","Pacific ","Pacific",0,0.0189353801204351
"358",153,"bdy","Bandjalang","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00939859717735043
"359",2353,"bdy-2","Bandjalang-2","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00939859717735043
"360",166,"bdy-3","Bandjalang-3","Pama-Nyungan",NA,"Australia ","Australia",0,0.00939859717735043
"361",1299,"bgz","Banggai","Austronesian","Austronesian","Pacific ","Pacific",0,0.0184420513558664
"362",1551,"dbb","Banggime","Banggime","Afro-Asiatic","West Africa ","Africa",4,0.00954897644794095
"363",3394,"bgj","Bangolan","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",0,0.0174789068939394
"364",2092,"bnx","Bangubangu","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",0,0.0147102945167055
"365",3965,"bwi-2","Baniwa_Central","Arawak","Arawakan","Amazon ","South America",0,0.0184592302894328
"366",3443,"bwi","Baniwa_Rio Negro","Arawak","Arawakan","Amazon ","South America",2,0.0184831711013986
"367",3673,"lmn-2","Banjari","Indo-European","Indo-European","South Asia ","Eurasia",0,0.0124097338879176
"368",1401,"cdm-2","Bankariya","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0132493651773504
"369",305,"bcm","Banoni","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190899393609169
"370",1395,"bap","Bantawa","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0136147084446387
"371",2561,"bnq","Bantik","Austronesian","Austronesian","Pacific ","Pacific",0,0.0187695439452214
"372",2562,"bno","Bantoanon","Austronesian","Austronesian","Pacific ","Pacific",0,0.018912183030303
"373",2093,"bcb","Banyun","Niger-Kongo",NA,"West Africa ","Africa",0,0.0164393598290598
"374",1441,"peh","Baoan","Mongolic","Mongolic","Northern Eurasia ","Eurasia",0,0.00590224528399378
"375",3675,"tat-2","Baraba","Turkic","Turkic","Northern Eurasia ","Eurasia",0,0.00475987735691531
"376",1113,"bbb","Barai","Trans New Guinea","Koiarian","South New Guinea ","Pacific",0,0.0182786253146853
"377",1404,"brd","Baram","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0132493651773504
"378",1470,"lji","Barang-barang","Austronesian","Austronesian","Pacific ","Pacific",0,0.018621902948718
"379",2563,"brp","Barapasi","Geelvink Bay","Geelvink_Bay","North New Guinea ","Pacific",2,0.0184150213869464
"380",1143,"bsn","Barasano","Tucanoan","Tucanoan","Amazon ","South America",2,0.0180299208216783
"381",1496,"bcj","Bardi","Nyulnyul","Nyulnyulan","Northern Australia ","Australia",0,0.0139879753331391
"382",3452,"bae","Bare","Arawak","Arawakan","Amazon ","South America",0,0.0183927678865579
"383",2564,"mpr","Bareke","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191801465190365
"384",875,"bfa","Bari","Nilo-Saharan","Nilotic","Southern Africa ","Africa",4,0.0157265476068376
"385",2565,"bch","Bariai","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0175095402136752
"386",2094,"bba","Bariba","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",5,0.0158915132358197
"387",2566,"bjc","Bariji","Trans New Guinea","Yareban","South New Guinea ","Pacific",0,0.0182786253146853
"388",2354,"bpt","Barrow Point","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0164052590151515
"389",3457,"bao","Barﬂ","Panoan",NA,"Amazon ","South America",0,0.0180299208216783
"390",2567,"bjz","Baruga","Trans New Guinea","Nuclear_Trans_New_Guinea","South New Guinea ","Pacific",0,0.0182786253146853
"391",2355,"xxx-64","Barunggam","Pama-Nyungan",NA,"Australia ","Australia",0,0.00880623553049728
"392",1040,"wra","Barupu","Skou","Sko","North New Guinea ","Pacific",6,0.0174953291414141
"393",1074,"byr","Baruya","Trans New Guinea","Angan","New Guinea Highlands ","Pacific",0,0.0174866709770785
"394",100,"mot","Bar?","Chibchan",NA,"Amazon ","South America",2,0.0180451803477078
"395",747,"bas","Basaa","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",5,0.0174789068939394
"396",832,"bsc","Basari","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0158196257051282
"397",2568,"byq","Basay_Trobriawan","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0157794366035354
"398",3676,"gwc-2","Bashkarik","Indo-European","Indo-European","South Asia ","Eurasia",0,0.00991347902719503
"399",75,"bak","Bashkir","Turkic","Turkic","Northern Eurasia ","Eurasia",0,0.00503218675485625
"400",2096,"bst","Basketo","Afro-Asiatic","Ta-Ne-Omotic","Ethiopia ","Africa",0,0.0141407516427739
"401",446,"eus","Basque","Basque","Basque","Europe ","Eurasia",0,0.0066968735998446
"402",2097,"bta","Bata","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",2,0.0133330583438228
"403",2570,"btd","Batak Dairi","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0183198359110334
"404",2569,"bya","Batak_Palawan","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191257313209013
"405",3677,"btq","Bateg","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",0,0.0181409089918415
"406",3679,"bbl-2","Batsbi","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00654397926787102
"407",2571,"bbd","Bau","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.0169529563714064
"408",2572,"bnb","Baukan Murut","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.018413293978244
"409",824,"bci","Baule","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",5,0.0173445690705128
"410",101,"brg","Baure","Arawak","Arawakan","Amazon ","South America",0,0.0145083481002331
"411",2573,"bxa","Bauro","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190915222766123
"412",513,"bvz","Bauzi","Geelvink Bay","Geelvink_Bay","New Guinea Highlands ","Pacific",0,0.0184150213869464
"413",1421,"bgr","Bawm","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0168814254114219
"414",2098,"baw","Bayso","Afro-Asiatic","Atlantic-Congo","Ethiopia ","Africa",0,0.0127948201095571
"415",2356,"bxj","Bayungu","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0116300556583139
"416",1512,"onb","Be","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",4,0.0180892655128205
"417",2574,"beo","Bedamini","Trans New Guinea","Bosavi","New Guinea Highlands ","Pacific",0,0.0179879601573427
"418",2575,"bth","Bedayuh","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0189537013869464
"419",2099,"tnr","Bedik","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0123515508304196
"420",1450,"dbj-2","Begak","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0186642353787879
"421",1,"bej","Beja","Afro-Asiatic","Afro-Asiatic","North Africa ","Africa",2,0.0108584236969697
"422",4138,"bxd-2","Bela","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",3,0.0122121606353924
"423",2576,"beg","Belait","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0184177024281274
"424",607,"bel","Belarussian","Indo-European","Indo-European","Northern Eurasia ","Eurasia",0,0.00641265339568765
"425",976,"byw","Belhare","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0136147084446387
"426",2100,"blm","Beli","Nilo-Saharan","Central_Sudanic","West Africa ","Africa",0,0.015742162248446
"427",948,"blc","Bella Coola","Salish","Salishan","Pacific Northwest ","North America",0,0.00657977012140637
"428",2577,"mnv-2","Bellona","Austronesian","Austronesian","Pacific ","Pacific",0,0.0190465007828283
"429",2578,"bmh","Bemal","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.0169529563714064
"430",1559,"bem","Bemba","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.0109520993034188
"431",748,"bmb","Bembe","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",4,0.0165080888383838
"432",2579,"bef","Bena-Bena","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0169529563714064
"433",2102,"nhb","Beng","Mande","Mande","West Africa ","Africa",0,0.0173285097494172
"434",2103,"bng","Benga","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",0,0.0179670427933178
